job_id,company,country,region,publication_date,accessed_date,status,position,level,employer_type,required_skills,preferred_skills,education,experience,stack,responsibilities,python,functions_classes,decorators,typing,testing,numpy,pandas,eda,visualization,sql,window_functions,probability,statistics,ab_testing,linear_algebra,classical_ml,metrics,validation,leakage,feature_engineering,ranking,recommendation,nlp,cv,deep_learning,pytorch,git,linux,docker,api,fastapi,deployment,monitoring,mlflow,cloud,english,algorithms,commercial_experience,portfolio,source_url,evidence_grade,notes
ASIA011,DBS Bank,Singapore,Singapore,not stated,2026-07-20,archived,DBS AI & Data Science Internship 2026,intern,bank,Penultimate undergrad/postgrad; Python; algorithms; ML; 12 weeks,LLMs; GenAI; agents,"Bachelor's/master's in Computing, DS, Analytics, AI or related",Student; commercial experience not stated,Python; PyTorch; LLM/agents; MLOps,Build production AI/ML; evaluate/guardrail; deploy/monitor,yes,unknown,unknown,unknown,yes,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,yes,yes,unknown,unknown,unknown,unknown,yes,unknown,yes,yes,unknown,unknown,unknown,unknown,unknown,yes,yes,unknown,unknown,unknown,yes,unknown,unknown,https://www.dbs.com/careers/internships/dsi,A-primary-archived,Page explicitly says Application Closed; kept as 2026 bank benchmark. Original status: archived_closed.
ASIA012,Amazon,India,Bengaluru / Hyderabad / Chennai / Delhi,not stated,2026-07-20,live,"Applied Scientist Intern, University Talent Acquisition",intern,big_tech,Age 18+; analytical capability; ML/statistical modeling,ML/DL/NLP/CV research; publications,Bachelor's/master's/PhD pathway described,Full-time commitment; commercial experience not stated,Stack not stated,Develop ML/NLP/DL/CV algorithms; prototype and potentially productionize,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,yes,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,yes,yes,yes,unknown,unknown,unknown,unknown,unknown,unknown,yes,unknown,unknown,unknown,unknown,yes,unknown,unknown,https://amazon.jobs/en/jobs/3038934/applied-scientist-intern-amazon-university-talent-acquisition,A-primary-live,"Apply now shown. Python not named in visible qualifications, so unknown. Original status: live_open."
ASIA013,Microsoft Research India,India,Bengaluru,not stated,2026-07-20,archived,Research Fellows Program 2026,entry_level_research_fellow,industrial_research_lab,Completed degree; academic performance; development and research aptitude,No fixed stack,Graduate by summer 2026; CS-related and other backgrounds allowed; no PhD,Designed mainly for graduates within past 3 years,Varies by project,"Spend 1-2 years in ideation, implementation, evaluation, deployment",unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,yes,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,yes,unknown,unknown,unknown,unknown,unknown,unknown,unknown,https://www.microsoft.com/en-us/research/academic-program/research-fellows-program-at-microsoft-research-india/,A-primary-archived,Applications 7 Jan-15 Feb 2026; Jul start. Broad examples are not skill flags. Original status: archived_closed.
ASIA014,IIIT Hyderabad / Amgen Scholars,India,Hyderabad,not stated,2026-07-20,archived,Amgen Scholars 2026 AI/ML Research Program,undergraduate_research_intern,university_research_program,Full-time availability; AI/ML health/science interest; future PhD interest,Project-specific skills not stated,Eligible undergraduate students from Asia,Student; commercial experience not stated,Project-specific,Mentored AI/ML research; report; poster/oral presentation,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,https://amgenscholars.iiit.ac.in/details.html,A-primary-archived,Official dates 7 Jun-6 Aug 2026; not a live application. Original status: archived_closed.
ASIA015,Deutsche Bank,India,Pune / Bengaluru,not stated,2026-07-20,archived,"2026 Graduate Programme - Technology, Data & Innovation",graduate_program,bank,Graduate eligibility; work authorization; campus selection,Role-specific skills not stated,Complete studies 1 Jan-1 Jul 2026,No more than 12 months relevant full-time experience,Stack not stated,"Technology, Data & Innovation track; project specifics not stated",unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,https://careers.db.com/students-graduates/your-application/?language_id=1,A-primary-archived,India recruitment was partner-campus only Jul-Dec; cohort starts Jul 2026. Original status: archived_closed_campus.
ASIA016,Preferred Networks,Japan,Tokyo,2026-03-25,2026-07-20,archived,2026 Summer Internship - AI R&D,intern,ai_startup_scaleup,Student 18+; fundamental CS; deep-learning interest; Japanese or English; work eligibility,Theme skills; achievements/programming considered,Current student; not full-time employed,Student; former PFN interns ineligible,Theme-specific LLM/CV/infrastructure/scientific ML,Join R&D team and produce development/research output,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,yes,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,yes,unknown,unknown,yes,https://www.preferred.jp/en/careers/internship,A-primary-archived,Closed 19 Apr 2026; work right in Japan required. Original status: archived_closed.
ASIA017,LY Corporation,Japan,Tokyo,not stated,2026-07-20,archived,GenAI x large-scale data advertising R&D (MLE-6-34),intern,internet_platform,Linux; Spark/SQL; statistics/ML; algorithms; GitHub/Docker/Python; ML/LLM research,Kaggle; papers; ETL; ad-tech,Currently enrolled; no high-school students,Must not have full-time employee experience; Japan work eligibility,Python; SQL; Spark; GitHub; Docker; LLM/VLM,Train targeting/multimodal models; real-time inference; online A/B tests,yes,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,yes,unknown,unknown,yes,yes,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,yes,yes,yes,unknown,yes,yes,yes,unknown,unknown,yes,unknown,unknown,unknown,unknown,yes,no,yes,https://www.lycorp.co.jp/ja/recruit/newgrads/internship/detail/MLE-6-34/,A-primary-archived,Japanese-only; deadline 25 May 2026. Conservative translation. Original status: archived_closed.
ASIA018,NAVER,South Korea,Location not stated,not stated,2026-07-20,archived,Efficient World Models Research Intern,research_intern,internet_platform,Relevant bachelor's; top AI publication; research collaboration,Multi-node training; CUDA; WebGL; Hugging Face/GitHub deployment; awards,"Bachelor's in CS, EE or related, including expected graduates",New-hire track; commercial experience not stated,NVIDIA Cosmos 3; CUDA; WebGL; Hugging Face,Research interactive world models; reduce latency; evaluate physical-AI models,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,yes,unknown,unknown,unknown,unknown,unknown,unknown,yes,yes,unknown,yes,unknown,unknown,unknown,unknown,yes,unknown,unknown,unknown,unknown,unknown,unknown,yes,https://recruit.navercorp.com/rcrt/view.do?annoId=30005100&lang=en,A-primary-archived,Korean text. Deadline 20 Jul 2026 10:00 KST had elapsed. Original status: archived_deadline_passed.
ASIA019,Grab,Malaysia,"Petaling Jaya, Selangor",not stated,2026-07-20,archived,"Intern, Machine Learning Engineer",intern,regional_technology_platform,Quant degree; foundation models; Python; PyTorch/TensorFlow; MLOps,Large-scale pipelines,"Degree in Statistics, Mathematics, CS or related",Start May 2026 onward for 3+ months,Python; PyTorch/TensorFlow; foundation models; MLOps,Build multimodal models/compression/pipelines/evaluation; integrate apps,yes,unknown,unknown,unknown,yes,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,yes,yes,unknown,unknown,unknown,unknown,yes,yes,yes,yes,unknown,unknown,unknown,unknown,unknown,yes,unknown,unknown,unknown,unknown,unknown,unknown,unknown,https://jobs.smartrecruiters.com/Grab/744000125022409-intern-machine-learning-engineer,A-primary-archived,Paid onsite role; official ATS retains active interest control. Original status: live_open. Critical status recheck 2026-07-20: official ATS reports expired/closed; archived for analysis.
ASIA020,Grab,Malaysia,"Petaling Jaya, Selangor",not stated,2026-07-20,live,"Intern, Data Scientist (Analytics)",intern,regional_technology_platform,Quant degree; SQL/Python/R; visualization; statistics/experiments,Power BI/Tableau,"Pursuing CS, DS/Analytics, Statistics, Mathematics or related",Start Aug 2026 for 3+ months,SQL; Python/R; Power BI/Tableau,Analyze products; define metrics; A/B tests; pipelines/models/dashboards,yes,unknown,unknown,unknown,unknown,unknown,unknown,yes,yes,yes,unknown,unknown,yes,yes,unknown,unknown,yes,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,https://jobs.smartrecruiters.com/Grab/744000128207779-intern-data-scientist-analytics-,A-primary-live,Official ATS gives onsite Petaling Jaya and active interest control. Original status: live_open.
ASIA021,NielsenIQ,Malaysia,City not stated,not stated,2026-07-20,archived,Data Science Intern,intern,market_research_technology,Quant degree; Python and Power BI; English,Mandarin,"Bachelor's/master's in Math, DS, Statistics, CS, Engineering or related",Student; commercial experience not stated,Python; Power BI; Microsoft Office,Clean/validate/extract data; basic analysis; prototypes/dashboards,yes,unknown,unknown,unknown,unknown,unknown,unknown,yes,yes,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,yes,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,yes,unknown,unknown,unknown,https://jobs.smartrecruiters.com/NielsenIQ/744000131589861-data-science-intern,A-primary-archived,Official ATS shows internship and MYR stipend; exact city/date absent. Original status: live_open. Critical status recheck 2026-07-20: official ATS reports expired/closed; archived for analysis.
RUEU001,Yandex,Russia,Moscow,not stated,2026-07-20,live,Developer Intern — AI Automations,intern,big tech,Basic backend and OOP; experience with a programming language; understanding of AI agents/models and model integration; databases and infrastructure,Go welcomed; ability to learn new tools quickly,not stated,No experience accepted,Go; Python; SQL; API; databases; LLM agents,Build Go backend components for AI agents; integrate LLMs; configure data pipelines; test agents/models; connect APIs and databases,yes,unknown,unknown,unknown,yes,unknown,unknown,unknown,unknown,yes,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,yes,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,https://yandex.ru/jobs/vacancies/razrabotchik-stazhyor-v-komandu-ai_avtomatizatsiy-46922,A,Official page showed «Войти и откликнуться» and no archive banner on access; publication date absent. Original status: live.
RUEU002,Yandex,Russia,Moscow,not stated,2026-07-20,live,Data Analyst Intern — Business Travel,intern,big tech,Confident SQL for data queries; handling large information volumes; analytical thinking and attention to detail,Initiative; communication; readiness to learn new domains,not stated,No experience accepted,SQL; Python,Collect and process data; form SQL samples; test hypotheses with numbers; prepare evidence for product decisions and small projects,yes,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,yes,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,https://yandex.ru/jobs/vacancies/analitik-stazhyor-v-komandirovki-46772,A,Official page showed active sign-in/apply action and no archive banner; three-month full-time internship. Original status: live.
RUEU003,T-Bank,Russia,Russia / remote or office,not stated,2026-07-20,live,ML Engineer Intern,intern,bank / big tech,Python; optimization methods; ML libraries; practical machine and deep learning; basic SQL,"Linear regression, bagging, boosting; mathematical statistics and hypothesis testing; Git; Linux terminal","Students, graduates, and beginning specialists",Entry-level; practical ML/DL experience requested,Python; SQL; Git; Linux; ML/DL libraries,"Train AI to analyse data and predict outcomes; work on speech, time-series, video or image problems; integrate results with product teams",yes,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,yes,unknown,unknown,yes,unknown,unknown,yes,unknown,unknown,unknown,unknown,unknown,unknown,unknown,yes,yes,unknown,yes,yes,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,yes,unknown,unknown,https://education.tbank.ru/start/ml_engineer/,A,Application form was active; official schedule states applications through 2026-09-06 and internship start in autumn 2026. Original status: live.
RUEU004,T-Bank,Russia,Russia / remote or office,not stated,2026-07-20,live,Analyst Intern,intern,bank / big tech,Strong mathematics; structured problem solving; technical or economics university background,Basics of a programming language or mathematics/programming/economics olympiad experience,Technical or economics university student; also open to graduates and beginners,Entry-level,SQL preparation materials; statistics; A/B experiments,"Optimise processes; test hypotheses; analyse results; possible tracks include product, risk, finance, investment and ML/AI business analytics",unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,yes,unknown,yes,yes,yes,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,https://education.tbank.ru/start/analyst/,A,Application form was active; official schedule states applications through 2026-09-06 and autumn 2026 start. Skills vary by assigned analyst track. Original status: live.
RUEU005,Sber,Russia,Moscow / Russia,not stated,2026-07-20,live,Data Scientist Intern — Risk Modelling,intern,bank / AI lab,"General programme targets year 3–4 students in mathematics, physics, economics, finance, CS/IT or adjacent fields",not stated,Year 3–4 student in listed quantitative/technical disciplines,Intern / junior,ML models; data; production systems,Automate and optimise credit processes with ML models from data collection and analysis through production implementation; write maintainable code and present solutions,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,yes,unknown,unknown,unknown,unknown,unknown,unknown,unknown,https://rabota.sber.ru/search/stazher-data-scientist-upravlenie-risk-modelirovaniya-4501233/,B,"Direct role page returned 403 to crawler, but the current official Sber Risk team page listed it under open vacancies and linked this URL. Original status: live."
RUEU006,Sber,Russia,Moscow / Novosibirsk,not stated,2026-07-20,live,Data Science Intern — Model Risk Management,intern,bank / AI lab,"General programme targets year 3–4 students in mathematics, physics, economics, finance, CS/IT or adjacent fields",not stated,Year 3–4 student in listed quantitative/technical disciplines,Intern / junior,Model validation; alternative algorithms; validation automation,Review AI model structure and business effect; challenge developer approaches with alternative algorithms; automate validation and assure methodological code quality,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,yes,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,yes,unknown,unknown,https://rabota.sber.ru/search/stazher-data-science-v-upravlenie-model-nyh-riskov-4262979/,B,"Direct role page returned 403 to crawler, but the current official Sber Risk team page listed it under open vacancies and linked this URL. Original status: live."
RUEU007,T-Bank,Russia,Moscow / Russia,not stated,2026-07-20,archived,R&D Engineer Intern,intern / research,bank R&D lab,"Fundamental education in mathematics, IT or adjacent fields; reading AI/ML/CS research; current research activity",Olympiads in mathematics/algorithms/data structures; technical-university mathematics; independent CS/AI/ML projects,"Student or beginning specialist in mathematics, IT or adjacent discipline",Research or independent project experience preferred,Algorithms; data; databases; analytical engines; compute clusters,Research algorithms and data; test hypotheses; prepare A* papers/talks; build applied research outcomes,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,yes,unknown,yes,https://education.tbank.ru/start/rnd/,A,"Official page remains accessible, but application deadline was 2026-07-05; therefore archived on the 2026-07-20 snapshot and excluded from live frequencies. Original status: archived."
RUEU008,Yandex,Russia,Moscow / Saint Petersburg,not stated,2026-07-20,archived,Machine Learning Engineer Intern — Classifieds,intern,big tech,Python; NumPy; pandas; data analysis; ML-project experience; SQL/databases; algorithms and data structures,Initiative and independent implementation,not stated,Experience in data analysis and ML projects,Python; NumPy; pandas; SQL; classical ML; NLP; ranking; recommendation; microservices,Analyse data; build ML training/evaluation pipelines; deploy models to production microservices,yes,unknown,unknown,unknown,unknown,yes,yes,unknown,unknown,yes,unknown,unknown,unknown,unknown,unknown,yes,yes,unknown,unknown,unknown,yes,yes,yes,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,yes,unknown,unknown,unknown,unknown,yes,unknown,unknown,https://yandex.ru/jobs/vacancies/stazher-_-inzhener-mashinnogo-obucheniya-5343,A,"Official page explicitly displayed the archive banner on access. Kept only as a recent role-shape reference, not as live demand. Original status: archived."
RUEU009,Amazon,Luxembourg,Luxembourg / EMEA matching,not stated,2026-07-20,live,2026 Data Scientist Internship,intern / MSc,big tech,"Enrolled in MSc in CS, ML, engineering or related field; fluent English",Statistics or ML/optimization; SQL/Python/R or statistical software; big-data processing; algorithm implementation,Current Master's student,Student; no commercial tenure stated,SQL; Python/R; big data; cloud; ML/DL/GenAI/LLM/CV,Develop algorithms; build and deploy ML models on large datasets and cloud; define metrics; deliver EU/worldwide projects,yes,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,yes,unknown,unknown,yes,unknown,unknown,unknown,yes,unknown,unknown,unknown,unknown,unknown,yes,yes,yes,unknown,unknown,unknown,unknown,unknown,unknown,yes,unknown,unknown,yes,yes,yes,unknown,unknown,https://www.amazon.jobs/en/jobs/3125279/2026-data-scientist-internship-amazon-university-talent-acquisition,A,"Official Amazon page showed Apply now and rolling review; starts throughout 2026, 3–6 months; posting date absent. Original status: live."
